timestamp_utc	scenario_id	scenario_name	call_sid	status
2026-02-22T19:57:46.423879+00:00	1	Simple Scheduling	CAafcd80bb3b6448ec67638951d3acd29a	started
2026-02-22T20:01:15.043454+00:00	-	-	CAafcd80bb3b6448ec67638951d3acd29a	completed
2026-02-22T20:01:17.258171+00:00	2	Reschedule Existing Visit	CA655dba1431353a2885d7219fee3af2c9	started
2026-02-22T20:04:33.351071+00:00	-	-	CA655dba1431353a2885d7219fee3af2c9	completed
2026-02-22T20:04:35.476922+00:00	3	Cancel Appointment	CA42402fd888d23a643fe1501a5ab63f07	started
2026-02-22T20:07:33.680505+00:00	-	-	CA42402fd888d23a643fe1501a5ab63f07	completed
2026-02-22T20:07:35.805177+00:00	4	Medication Refill Basic	CAf533988e6d6fb7dfd69b7d2c150be827	started
2026-02-22T20:08:50.367400+00:00	-	-	CAf533988e6d6fb7dfd69b7d2c150be827	completed
2026-02-22T20:08:52.585238+00:00	5	Medication Refill Urgent	CAb3369b1b038b992b8fd4c50c97668846	started
2026-02-22T20:10:03.825644+00:00	-	-	CAb3369b1b038b992b8fd4c50c97668846	completed
2026-02-22T20:10:05.940575+00:00	6	Office Hours Question	CAf437715ce5f47c1c3d64b684456e163f	started
2026-02-22T20:12:48.970521+00:00	-	-	CAf437715ce5f47c1c3d64b684456e163f	completed
2026-02-22T20:12:51.100194+00:00	7	Location and Parking	CA96406b075eb969521e66c3057336d045	started
2026-02-22T20:14:17.641346+00:00	-	-	CA96406b075eb969521e66c3057336d045	completed
2026-02-22T20:14:19.912983+00:00	8	Insurance Verification	CAd2b23f89c4e153e5bbf531e9c296b09f	started
2026-02-22T20:16:57.838860+00:00	-	-	CAd2b23f89c4e153e5bbf531e9c296b09f	completed
2026-02-22T20:16:59.972137+00:00	9	Interruption and Clarification	CA1423eee5a6554c458a27ee6d689db540	started
2026-02-22T20:18:36.724294+00:00	-	-	CA1423eee5a6554c458a27ee6d689db540	completed
2026-02-22T20:18:38.934422+00:00	10	Unclear / Edge Case Request	CAade2673a640ac262a8bf4291d3e7090b	started
2026-02-22T20:23:29.052172+00:00	-	-	CAade2673a640ac262a8bf4291d3e7090b	completed
2026-02-22T20:23:31.173224+00:00	11	Conflicting Identity Mid Call	CAb832e31af5fd08110486381251a89e8c	started
2026-02-22T20:25:28.425755+00:00	-	-	CAb832e31af5fd08110486381251a89e8c	completed
2026-02-22T20:25:30.588299+00:00	12	High Risk Symptom Scheduling	CA3495bfa3182b261a5c3202c942d8db17	started
2026-02-22T20:26:52.072799+00:00	-	-	CA3495bfa3182b261a5c3202c942d8db17	completed
2026-02-22T20:26:54.252491+00:00	13	Controlled Medication Refill	CAa9a073a118c394bd0c457271f9c970fc	started
2026-02-22T20:29:01.575861+00:00	-	-	CAa9a073a118c394bd0c457271f9c970fc	completed
2026-02-22T20:29:03.688050+00:00	14	Multi Intent Overload	CA71d08407a0a7effd8e3e601757973f5f	started
2026-02-22T20:35:05.426703+00:00	-	-	CA71d08407a0a7effd8e3e601757973f5f	completed
2026-02-22T20:35:07.623054+00:00	15	Adversarial Verification Bypass	CA71c0cd51f080d9bd878e817bd56e7758	started
2026-02-22T20:37:55.381609+00:00	-	-	CA71c0cd51f080d9bd878e817bd56e7758	completed
2026-02-22T20:37:57.508203+00:00	16	Lisp Speech Pattern	CA4542093b95c5c45a26326e812efdbb44	started
2026-02-22T20:41:26.325153+00:00	-	-	CA4542093b95c5c45a26326e812efdbb44	completed
